name, img, birth, death, length 
Hugh Edwin Strickland, http://upload.wikimedia.org/wikipedia/commons/thumb/0/05/Hugh_Edwin_Strickland_1811-1853.jpg/150px-Hugh_Edwin_Strickland_1811-1853.jpg, 1811-03-02, 1853-09-14, 6258
Harry Forbes Witherby, http://upload.wikimedia.org/wikipedia/commons/thumb/5/53/Harry_Forbes_Witherby.jpg/220px-Harry_Forbes_Witherby.jpg, 1873-10-07, 1943-12-11, 4028
Francis Willughby, http://upload.wikimedia.org/wikipedia/commons/thumb/f/fa/FrancisWillughby.jpg/220px-FrancisWillughby.jpg, 1635-11-22, 1672-07-03, 5651
Iolo Williams, http://upload.wikimedia.org/wikipedia/commons/thumb/c/c3/Iolo_Williams.jpg/220px-Iolo_Williams.jpg, 1962-08-22, , 4584
Viktor von Tschusi zu Schmidhoffen, http://upload.wikimedia.org/wikipedia/commons/thumb/4/45/Victor_Ritter_von_Tschusi_zu_Schmidhoffen.jpg/220px-Victor_Ritter_von_Tschusi_zu_Schmidhoffen.jpg, , , 5046
Gilbert White, http://upload.wikimedia.org/wikipedia/commons/thumb/d/dd/Gilbert_White.jpg/150px-Gilbert_White.jpg, 1720-07-18, 1793-06-26, 11510
Nikolaas Tinbergen, http://upload.wikimedia.org/wikipedia/commons/thumb/8/84/Nikolaas_Tinbergen_1978.jpg/200px-Nikolaas_Tinbergen_1978.jpg, 1907-04-15, 1988-12-21, 25903
Thomas Jefferson, http://upload.wikimedia.org/wikipedia/commons/thumb/0/07/Official_Presidential_portrait_of_Thomas_Jefferson_%28by_Rembrandt_Peale%2C_1800%29.jpg/220px-Official_Presidential_portrait_of_Thomas_Jefferson_%28by_Rembrandt_Peale%2C_1800%29.jpg, 1743-04-13, 1826-07-04, 146990
Theodore Roosevelt, http://upload.wikimedia.org/wikipedia/commons/thumb/4/42/President_Roosevelt_-_Pach_Bros.tif/lossy-page1-220px-President_Roosevelt_-_Pach_Bros.tif.jpg, 1858-10-27, 1919-01-06, 192315
Alfred Russel Wallace, http://upload.wikimedia.org/wikipedia/commons/thumb/d/d4/Alfred-Russel-Wallace-c1895.jpg/220px-Alfred-Russel-Wallace-c1895.jpg, 1823-01-08, 1913-11-07, 98215
