name, img, birth, death, length 
Maria Mitchell, http://upload.wikimedia.org/wikipedia/commons/thumb/2/23/Maria_Mitchell.jpg/220px-Maria_Mitchell.jpg, 1818-08-01, 1889-06-28, 21591
Banū Mūsā, http://upload.wikimedia.org/wikipedia/commons/thumb/0/01/Banu_musa_mechanical.jpg/220px-Banu_musa_mechanical.jpg, , , 18482
Regiomontanus, http://upload.wikimedia.org/wikipedia/commons/thumb/1/14/Johannes_Regiomontanus2.jpg/150px-Johannes_Regiomontanus2.jpg, 1436-06-06, 1476-07-06, 13315
Karl Schwarzschild, http://upload.wikimedia.org/wikipedia/commons/thumb/4/48/Schwarzschild.jpg/150px-Schwarzschild.jpg, 1873-10-09, 1916-05-11, 20390
Robert Schommer, http://upload.wikimedia.org/wikipedia/en/thumb/1/18/Robert_A_Schommer.jpg/170px-Robert_A_Schommer.jpg, 1946-12-09, 2001-12-12, 3764
César-François Cassini de Thury, http://upload.wikimedia.org/wikipedia/commons/thumb/c/cc/C%C3%A9sar-Fran%C3%A7ois_Cassini_-_Jean-Marc_Nattier.jpg/250px-C%C3%A9sar-Fran%C3%A7ois_Cassini_-_Jean-Marc_Nattier.jpg, 1714-06-17, 1784-09-04, 2879
Bonaventura Cavalieri, http://upload.wikimedia.org/wikipedia/commons/thumb/4/49/Bonaventura_Cavalieri.jpeg/220px-Bonaventura_Cavalieri.jpeg, , , 6213
Giovanni Domenico Cassini, http://upload.wikimedia.org/wikipedia/commons/thumb/d/d6/Giovanni_Cassini.jpg/220px-Giovanni_Cassini.jpg, 1625-06-08, 1712-09-14, 12778
Vincenzo Cerulli, http://upload.wikimedia.org/wikipedia/commons/thumb/3/37/Cerulli_vincenzo_2.jpg/220px-Cerulli_vincenzo_2.jpg, 1859-04-20, 1927-05-30, 2391
Fearon Fallows, http://upload.wikimedia.org/wikipedia/commons/thumb/2/2f/Fearon_fallows.jpg/220px-Fearon_fallows.jpg, 1788-07-04, 1831-07-25, 4158
Fred Espenak, http://upload.wikimedia.org/wikipedia/commons/thumb/9/90/Fred_Espenak.jpg/220px-Fred_Espenak.jpg, , , 3821
Debra Fischer, http://upload.wikimedia.org/wikipedia/commons/thumb/1/1b/Debra_fischer_1.jpg/220px-Debra_fischer_1.jpg, , , 2754
Ahmad ibn Muhammad ibn Kathir al-Farghani, http://upload.wikimedia.org/wikipedia/commons/thumb/b/b7/CairoRodaAlfraganusMonument.jpg/220px-CairoRodaAlfraganusMonument.jpg, , , 9393
Annie Jump Cannon, http://upload.wikimedia.org/wikipedia/commons/thumb/e/eb/Annie_Jump_Cannon_1922_Portrait.jpg/220px-Annie_Jump_Cannon_1922_Portrait.jpg, 1863-12-11, 1941-04-13, 17455
Félix Tisserand, http://upload.wikimedia.org/wikipedia/commons/3/36/F_tisserand.jpg, 1845-01-13, 1896-10-20, 6537
Carl August von Steinheil, http://upload.wikimedia.org/wikipedia/commons/thumb/3/39/Carl_August_Steinheil.jpg/220px-Carl_August_Steinheil.jpg, 1801-10-12, 1870-09-14, 4401
George Smoot, http://upload.wikimedia.org/wikipedia/commons/thumb/4/4f/George_smoot_06N7133a.jpg/220px-George_smoot_06N7133a.jpg, 1945-02-20, , 19947
William Henry Smyth, http://upload.wikimedia.org/wikipedia/commons/thumb/3/37/William_Henry_Smyth_-_medal.png/300px-William_Henry_Smyth_-_medal.png, 1788-01-21, 1865-09-08, 21495
Abu al-Wafa' Buzjani, http://upload.wikimedia.org/wikipedia/commons/thumb/5/59/Buzjani%2C_the_Persian.jpg/200px-Buzjani%2C_the_Persian.jpg, 940-06-10, , 12000
Julie Vinter Hansen, http://upload.wikimedia.org/wikipedia/en/thumb/f/ff/Julie_Vinter_Hansen.jpg/220px-Julie_Vinter_Hansen.jpg, 1890-07-20, 1960-07-27, 3403
Alexei Filippenko, http://upload.wikimedia.org/wikipedia/commons/thumb/7/73/Alexei_Filippenko.jpg/220px-Alexei_Filippenko.jpg, 1958-07-25, , 7706
William Alfred Fowler, http://upload.wikimedia.org/wikipedia/en/9/9b/William_Alfred_Fowler.jpg, 1911-08-09, 1995-03-14, 11879
Alfred Fowler, http://upload.wikimedia.org/wikipedia/commons/thumb/b/b7/Alfred_Fowler.jpg/220px-Alfred_Fowler.jpg, 1868-03-22, 1940-06-24, 4523
Andrew Fraknoi, http://upload.wikimedia.org/wikipedia/commons/thumb/6/6a/Andrew_Fraknoi.jpg/220px-Andrew_Fraknoi.jpg, 1948-08-24, , 7655
Olin J. Eggen, http://upload.wikimedia.org/wikipedia/en/thumb/c/ce/OlinEggen68x.jpg/150px-OlinEggen68x.jpg, 1919-07-09, 1998-10-02, 4566
James Ferguson (American astronomer), http://upload.wikimedia.org/wikipedia/commons/thumb/2/27/James_Ferguson_%28astronomer%29.jpg/150px-James_Ferguson_%28astronomer%29.jpg, 1797-08-31, 1867-09-26, 1819
Friedrich Georg Wilhelm von Struve, http://upload.wikimedia.org/wikipedia/commons/thumb/5/5a/Struve.jpg/150px-Struve.jpg, 1793-04-15, 1864-11-23, 9086
