name, img, birth, death, length 
Khandkar Manwar Hossain, http://upload.wikimedia.org/wikipedia/en/thumb/6/65/Khandkar_Manwar_Hossain.jpg/220px-Khandkar_Manwar_Hossain.jpg, 1930-04-30, 1999-06-27, 3637
Étienne Laspeyres, http://upload.wikimedia.org/wikipedia/commons/thumb/6/6c/LaspeyresE.jpg/220px-LaspeyresE.jpg, 1834-11-28, 1913-08-04, 5865
Edward Tufte, http://upload.wikimedia.org/wikipedia/commons/thumb/4/46/Edward_Tufte_-_cropped.jpg/220px-Edward_Tufte_-_cropped.jpg, 1942-03-14, , 22495
Jahar Saha, http://upload.wikimedia.org/wikipedia/en/thumb/4/41/Flag_of_India.svg/20px-Flag_of_India.svg.png, , , 2949
John Rickman, http://upload.wikimedia.org/wikipedia/en/thumb/4/4e/John_Rickman.jpg/220px-John_Rickman.jpg, 1771-08-22, 1840-08-11, 3637
James Tobin, http://upload.wikimedia.org/wikipedia/commons/thumb/1/11/James_Tobin.png/220px-James_Tobin.png, 1918-03-05, 2002-03-11, 22855
William Petty, http://upload.wikimedia.org/wikipedia/commons/thumb/8/84/Sir_William_Petty.jpg/220px-Sir_William_Petty.jpg, , , 28623
George Pólya, http://upload.wikimedia.org/wikipedia/commons/thumb/5/5a/George_P%C3%B3lya_ca_1973.jpg/200px-George_P%C3%B3lya_ca_1973.jpg, 1887-12-13, 1985-09-07, 11598
Bernard Silverman, http://upload.wikimedia.org/wikipedia/commons/thumb/2/21/Bernard_Silverman.jpg/220px-Bernard_Silverman.jpg, 1952-02-22, , 13832
Sylvia Richardson, http://upload.wikimedia.org/wikipedia/en/thumb/a/ae/Flag_of_the_United_Kingdom.svg/20px-Flag_of_the_United_Kingdom.svg.png, , , 5355
S. Jay Olshansky, http://upload.wikimedia.org/wikipedia/en/thumb/d/d1/S._Jay_Olshansky%2C_Ph.D.jpg/220px-S._Jay_Olshansky%2C_Ph.D.jpg, 1954-02-22, , 4321
Abraham de Moivre, http://upload.wikimedia.org/wikipedia/commons/thumb/1/1b/Abraham_de_moivre.jpg/200px-Abraham_de_moivre.jpg, , 1754-11-27, 17565
Kantilal Mardia, http://upload.wikimedia.org/wikipedia/en/thumb/c/c8/Kanti_mardia.jpg/200px-Kanti_mardia.jpg, 1935-04-03, , 8772
Prasanta Chandra Mahalanobis, http://upload.wikimedia.org/wikipedia/en/thumb/c/ca/PCMahalanobis.png/220px-PCMahalanobis.png, 1893-06-29, 1972-06-28, 21289
Jeff Rosenthal, http://upload.wikimedia.org/wikipedia/commons/thumb/7/7c/Jeffrey_S._Rosenthal.jpg/220px-Jeffrey_S._Rosenthal.jpg, 1967-10-13, , 7159
