name, img, birth, death, length 
Peter Debye, http://upload.wikimedia.org/wikipedia/commons/thumb/6/6b/Debije-boerhaave.jpg/220px-Debije-boerhaave.jpg, 1884-03-24, 1966-11-02, 31698
Sixto González, http://upload.wikimedia.org/wikipedia/commons/thumb/a/a9/Sixto_A._Gonzalez_at_the_Arecibo_Observatory_Visitor_Center_Saturday_November_1st%2C_2003.jpg/220px-Sixto_A._Gonzalez_at_the_Arecibo_Observatory_Visitor_Center_Saturday_November_1st%2C_2003.jpg, , , 4140
Swapan Chattopadhyay, http://upload.wikimedia.org/wikipedia/commons/5/52/SwapanC.png, 1951-12-26, , 19783
Felix Bloch, http://upload.wikimedia.org/wikipedia/commons/0/0b/Felix_Bloch%2C_Stanford_University.jpg, 1905-10-23, 1983-09-10, 12778
Ralph H. Fowler, http://upload.wikimedia.org/wikipedia/commons/a/af/Fowler%2CRalph_Howard_1934_London.jpg, 1889-01-17, 1944-07-28, 5153
Zhores Alferov, http://upload.wikimedia.org/wikipedia/commons/d/de/Zhores_Alferov.jpg, 1930-03-15, , 13636
Philip Warren Anderson, http://upload.wikimedia.org/wikipedia/commons/thumb/8/8d/Andersonphoto.jpg/200px-Andersonphoto.jpg, 1923-12-13, , 14879
Woldemar Voigt, http://upload.wikimedia.org/wikipedia/en/thumb/0/0f/WoldemarVoigt_-_from_Commons.jpg/150px-WoldemarVoigt_-_from_Commons.jpg, , 1919-12-14, 9566
Carl David Anderson, http://upload.wikimedia.org/wikipedia/commons/thumb/4/41/Carl_Anderson.jpg/220px-Carl_Anderson.jpg, 1905-09-03, 1991-01-11, 7850
Emil Wolf, http://upload.wikimedia.org/wikipedia/commons/thumb/8/88/Emil_Wolf.PNG/128px-Emil_Wolf.PNG, 1922-07-30, , 6499
Edward Witten, http://upload.wikimedia.org/wikipedia/commons/thumb/9/97/Edward_Witten.jpg/220px-Edward_Witten.jpg, 1951-08-26, , 20810
